@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute freq numeric
@attribute amp numeric
@attribute index numeric
@attribute fx numeric
@attribute release numeric
@attribute phase numeric

@data
443,'2023/11/30 15:59:30:721',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
444,'2023/11/30 15:59:31:028',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
445,'2023/11/30 15:59:31:232',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
446,'2023/11/30 15:59:31:539',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
447,'2023/11/30 15:59:31:744',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
448,'2023/11/30 15:59:32:052',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
449,'2023/11/30 15:59:32:256',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
450,'2023/11/30 15:59:32:565',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
451,'2023/11/30 15:59:32:768',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
452,'2023/11/30 15:59:32:973',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
453,'2023/11/30 15:59:33:383',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
454,'2023/11/30 15:59:33:462',17,0,0,0,0,0,0,0,1,0,0,435,30,0.862929,0,0,0.038217,0.004939
455,'2023/11/30 15:59:33:793',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
456,'2023/11/30 16:00:34:210',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
457,'2023/11/30 16:00:34:416',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
458,'2023/11/30 16:00:34:722',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
459,'2023/11/30 16:00:34:927',18,0,0,1,0,0,0,0,0,0,0,435,33,0.999924,3,0,0.023077,0.025461
460,'2023/11/30 16:00:35:132',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
461,'2023/11/30 16:00:35:439',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
462,'2023/11/30 16:00:35:643',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
463,'2023/11/30 16:00:35:951',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
464,'2023/11/30 16:00:36:156',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
465,'2023/11/30 16:00:36:463',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
466,'2023/11/30 16:00:36:667',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
467,'2023/11/30 16:00:36:998',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
468,'2023/11/30 16:00:37:180',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
469,'2023/11/30 16:00:37:384',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
470,'2023/11/30 16:00:37:692',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
471,'2023/11/30 16:00:37:896',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
472,'2023/11/30 16:00:38:204',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
473,'2023/11/30 16:00:38:409',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
474,'2023/11/30 16:00:38:717',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
475,'2023/11/30 16:00:38:922',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
476,'2023/11/30 16:00:39:228',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
477,'2023/11/30 16:00:39:432',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
478,'2023/11/30 16:00:39:638',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
479,'2023/11/30 16:00:39:945',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
480,'2023/11/30 16:00:40:149',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
481,'2023/11/30 16:00:40:456',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
482,'2023/11/30 16:00:40:661',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
483,'2023/11/30 16:00:40:968',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
484,'2023/11/30 16:00:41:173',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
485,'2023/11/30 16:00:41:481',18,0,0,1,0,0,0,0,0,0,0,437,33,0.999924,3,0,0.023077,0.025461
486,'2023/11/30 16:00:41:686',18,0,0,1,0,0,0,0,0,0,0,436,33,0.999924,3,0,0.023077,0.025461
487,'2023/11/30 16:11:21:767',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
488,'2023/11/30 16:11:22:019',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
489,'2023/11/30 16:11:22:270',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
490,'2023/11/30 16:11:22:523',19,1,0,0,0,0,0,0,0,0,0,437,30,1,3,1,0,0.008393
491,'2023/11/30 16:11:22:827',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
492,'2023/11/30 16:11:23:021',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
493,'2023/11/30 16:11:23:271',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
494,'2023/11/30 16:11:23:522',19,1,0,0,0,0,0,0,0,0,0,435,30,1,3,1,0,0.008393
495,'2023/11/30 16:11:23:775',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
496,'2023/11/30 16:11:24:023',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
497,'2023/11/30 16:11:24:275',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
498,'2023/11/30 16:11:24:524',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
499,'2023/11/30 16:11:24:775',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
500,'2023/11/30 16:11:25:027',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
501,'2023/11/30 16:11:25:279',19,1,0,0,0,0,0,0,0,0,0,437,30,1,3,1,0,0.008393
502,'2023/11/30 16:11:25:527',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
503,'2023/11/30 16:11:25:779',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
504,'2023/11/30 16:11:26:031',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
505,'2023/11/30 16:11:26:279',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
506,'2023/11/30 16:11:26:538',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
507,'2023/11/30 16:11:26:801',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
508,'2023/11/30 16:11:27:035',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
509,'2023/11/30 16:11:27:283',19,1,0,0,0,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
510,'2023/11/30 16:11:36:807',20,1,0,0,0,0,0,0,0,0,0,435,30,1,3,1,0,0.008393
511,'2023/11/30 16:11:37:061',20,1,0,0,1,0,0,0,0,0,0,437,30,1,3,1,0,0.008393
512,'2023/11/30 16:11:37:306',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
513,'2023/11/30 16:11:37:561',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
514,'2023/11/30 16:11:37:812',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
515,'2023/11/30 16:11:38:061',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
516,'2023/11/30 16:11:38:310',20,1,0,0,1,0,0,0,0,0,0,435,30,1,3,1,0,0.008393
517,'2023/11/30 16:11:38:563',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
518,'2023/11/30 16:11:38:811',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
519,'2023/11/30 16:11:39:063',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
520,'2023/11/30 16:11:39:315',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
521,'2023/11/30 16:11:39:583',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
522,'2023/11/30 16:11:39:815',20,1,0,0,1,0,0,0,0,0,0,436,30,1,3,1,0,0.008393
523,'2023/11/30 16:11:55:355',21,0,1,0,0,0,0,0,0,0,0,437,67,1,3,1,0,0.008393
524,'2023/11/30 16:11:55:604',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
525,'2023/11/30 16:11:55:854',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
526,'2023/11/30 16:11:56:108',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
527,'2023/11/30 16:11:56:356',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
528,'2023/11/30 16:11:56:607',21,0,1,0,0,0,0,0,0,0,0,435,67,1,3,1,0,0.008393
529,'2023/11/30 16:11:56:858',21,0,1,0,0,0,0,0,0,0,0,437,67,1,3,1,0,0.008393
530,'2023/11/30 16:11:57:112',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
531,'2023/11/30 16:11:57:360',21,0,1,0,0,0,0,0,0,0,0,437,67,1,3,1,0,0.008393
532,'2023/11/30 16:11:57:611',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
533,'2023/11/30 16:11:57:858',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
534,'2023/11/30 16:11:58:111',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
535,'2023/11/30 16:11:58:363',21,0,1,0,0,0,0,0,0,0,0,436,67,1,3,1,0,0.008393
536,'2023/11/30 16:11:58:611',21,0,1,0,0,0,0,0,0,0,0,437,67,1,3,1,0,0.008393
537,'2023/11/30 16:12:04:879',22,0,1,0,0,0,0,0,0,0,0,436,67,1,2,1,0,0.008393
538,'2023/11/30 16:12:05:128',22,0,1,0,0,0,0,0,0,0,0,436,67,1,2,1,0,0.008393
539,'2023/11/30 16:12:05:379',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
540,'2023/11/30 16:12:05:631',22,0,1,0,0,0,0,1,0,0,0,435,67,1,2,1,0,0.008393
541,'2023/11/30 16:12:05:884',22,0,1,0,0,0,0,1,0,0,0,437,67,1,2,1,0,0.008393
542,'2023/11/30 16:12:06:131',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
543,'2023/11/30 16:12:06:392',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
544,'2023/11/30 16:12:06:632',22,0,1,0,0,0,0,1,0,0,0,435,67,1,2,1,0,0.008393
545,'2023/11/30 16:12:06:883',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
546,'2023/11/30 16:12:07:135',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
547,'2023/11/30 16:12:07:387',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
548,'2023/11/30 16:12:07:634',22,0,1,0,0,0,0,1,0,0,0,437,67,1,2,1,0,0.008393
549,'2023/11/30 16:12:07:887',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
550,'2023/11/30 16:12:08:135',22,0,1,0,0,0,0,1,0,0,0,437,67,1,2,1,0,0.008393
551,'2023/11/30 16:12:08:388',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
552,'2023/11/30 16:12:08:639',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
553,'2023/11/30 16:12:08:916',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
554,'2023/11/30 16:12:09:139',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
555,'2023/11/30 16:12:09:391',22,0,1,0,0,0,0,1,0,0,0,435,67,1,2,1,0,0.008393
556,'2023/11/30 16:12:09:639',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
557,'2023/11/30 16:12:09:891',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
558,'2023/11/30 16:12:10:142',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
559,'2023/11/30 16:12:10:393',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
560,'2023/11/30 16:12:10:643',22,0,1,0,0,0,0,1,0,0,0,436,67,1,2,1,0,0.008393
561,'2023/11/30 16:12:19:667',23,0,1,0,0,0,0,0,0,0,0,435,67,1,2,0,0,0.008393
562,'2023/11/30 16:12:19:916',23,0,1,0,0,0,0,0,0,0,0,436,67,1,2,0,0,0.008393
563,'2023/11/30 16:12:20:167',23,0,1,0,0,0,0,0,0,0,0,436,67,1,2,0,0,0.008393
564,'2023/11/30 16:12:20:419',23,0,1,0,0,0,0,0,0,0,0,436,67,1,2,0,0,0.008393
565,'2023/11/30 16:12:20:668',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
566,'2023/11/30 16:12:20:942',23,0,1,0,0,0,0,0,0,1,0,437,67,1,2,0,0,0.008393
567,'2023/11/30 16:12:21:171',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
568,'2023/11/30 16:12:21:419',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
569,'2023/11/30 16:12:21:671',23,0,1,0,0,0,0,0,0,1,0,437,67,1,2,0,0,0.008393
570,'2023/11/30 16:12:22:015',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
571,'2023/11/30 16:12:22:171',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
572,'2023/11/30 16:12:22:425',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
573,'2023/11/30 16:12:22:675',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
574,'2023/11/30 16:12:22:925',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
575,'2023/11/30 16:12:23:176',23,0,1,0,0,0,0,0,0,1,0,437,67,1,2,0,0,0.008393
576,'2023/11/30 16:12:23:428',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
577,'2023/11/30 16:12:23:675',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
578,'2023/11/30 16:12:23:927',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
579,'2023/11/30 16:12:24:179',23,0,1,0,0,0,0,0,0,1,0,437,67,1,2,0,0,0.008393
580,'2023/11/30 16:12:24:428',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
581,'2023/11/30 16:12:24:687',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
582,'2023/11/30 16:12:24:931',23,0,1,0,0,0,0,0,0,1,0,435,67,1,2,0,0,0.008393
583,'2023/11/30 16:12:25:179',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
584,'2023/11/30 16:12:25:432',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
585,'2023/11/30 16:12:25:684',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
586,'2023/11/30 16:12:25:932',23,0,1,0,0,0,0,0,0,1,0,437,67,1,2,0,0,0.008393
587,'2023/11/30 16:12:26:184',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
588,'2023/11/30 16:12:26:435',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
589,'2023/11/30 16:12:26:683',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
590,'2023/11/30 16:12:26:939',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
591,'2023/11/30 16:12:27:188',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
592,'2023/11/30 16:12:27:435',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
593,'2023/11/30 16:12:27:691',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0,0.008393
594,'2023/11/30 16:12:27:940',23,0,1,0,0,0,0,0,0,1,0,435,67,1,2,0,0,0.008393
595,'2023/11/30 16:12:28:188',23,0,1,0,0,0,0,0,0,1,0,435,67,1,2,0,0,0.008393
596,'2023/11/30 16:12:28:438',23,0,1,0,0,0,0,0,0,1,0,437,67,1,2,0,0,0.008393
597,'2023/11/30 16:12:28:691',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,0.84,0.008393
598,'2023/11/30 16:12:28:939',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,1,0.008393
599,'2023/11/30 16:12:29:191',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,1,0.008393
600,'2023/11/30 16:12:29:445',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,1,0.008393
601,'2023/11/30 16:12:29:699',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,1,0.008393
602,'2023/11/30 16:12:29:944',23,0,1,0,0,0,0,0,0,1,0,435,67,1,2,0,1,0.008393
603,'2023/11/30 16:12:30:191',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,1,0.008393
604,'2023/11/30 16:12:30:444',23,0,1,0,0,0,0,0,0,1,0,436,67,1,2,0,1,0.008393
605,'2023/11/30 16:12:30:695',23,0,1,0,0,0,0,0,0,1,0,437,67,1,2,0,1,0.008393
606,'2023/11/30 16:15:25:892',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.013161
607,'2023/11/30 16:15:26:144',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.013161
608,'2023/11/30 16:15:26:392',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.013161
609,'2023/11/30 16:15:26:644',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.013161
610,'2023/11/30 16:15:26:896',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.013161
611,'2023/11/30 16:15:27:144',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.013161
612,'2023/11/30 16:15:27:396',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.11
613,'2023/11/30 16:15:27:647',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.11
614,'2023/11/30 16:15:27:897',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.11
615,'2023/11/30 16:15:28:148',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.11
616,'2023/11/30 16:15:28:400',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.11
617,'2023/11/30 16:15:28:648',24,0,0,1,0,0,0,1,0,0,0,437,93,1,3,0,0.019118,0.11
618,'2023/11/30 16:15:28:900',24,0,0,1,0,0,0,1,0,0,0,437,93,1,3,0,0.019118,0.11
619,'2023/11/30 16:15:29:152',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.36
620,'2023/11/30 16:15:29:400',24,0,0,1,0,0,0,1,0,0,0,437,93,1,3,0,0.019118,0.49
621,'2023/11/30 16:15:29:652',24,0,0,1,0,0,0,1,0,0,0,435,93,1,3,0,0.019118,0.51
622,'2023/11/30 16:15:29:904',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.51
623,'2023/11/30 16:15:30:167',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.51
624,'2023/11/30 16:15:30:404',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.51
625,'2023/11/30 16:15:30:656',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.019118,0.51
626,'2023/11/30 16:15:30:904',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.01,0.51
627,'2023/11/30 16:15:31:163',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.01,0.51
628,'2023/11/30 16:15:31:408',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.01,0.51
629,'2023/11/30 16:15:31:656',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.01,0.51
630,'2023/11/30 16:15:31:908',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.01,0.51
631,'2023/11/30 16:15:32:160',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.01,0.51
632,'2023/11/30 16:15:32:412',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.01,0.51
633,'2023/11/30 16:15:32:659',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.34,0.51
634,'2023/11/30 16:15:32:908',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.35,0.51
635,'2023/11/30 16:15:33:159',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.35,0.51
636,'2023/11/30 16:15:33:411',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.35,0.51
637,'2023/11/30 16:15:33:664',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.35,0.51
638,'2023/11/30 16:15:33:912',24,0,0,1,0,0,0,1,0,0,0,436,93,1,3,0,0.35,0.51
639,'2023/11/30 16:15:34:163',24,0,0,1,0,0,0,1,0,0,0,435,93,1,3,0,0.35,0.51
640,'2023/11/30 16:15:53:212',25,0,0,0,0,0,0,0,1,0,0,436,43,1,2,0,0,0.037629
641,'2023/11/30 16:15:53:474',25,0,0,0,0,0,0,0,1,0,0,437,43,1,2,0,0,0.037629
642,'2023/11/30 16:15:53:712',25,0,0,1,0,0,0,0,1,0,0,437,43,1,2,0,0,0.037629
643,'2023/11/30 16:15:53:964',25,0,0,1,0,0,0,0,1,0,0,436,43,1,2,0,0,0.037629
644,'2023/11/30 16:15:54:216',25,0,0,1,0,0,0,0,1,0,0,436,43,1,2,0,0,0.037629
645,'2023/11/30 16:15:54:464',25,0,0,1,0,0,0,0,1,0,0,436,43,1,2,0,0.31,0.037629
646,'2023/11/30 16:15:54:716',25,0,0,0,0,0,0,0,1,0,0,436,43,1,2,0,0.43,0.037629
647,'2023/11/30 16:15:54:967',25,0,0,0,0,0,0,0,1,0,0,436,43,1,2,0,0.43,0.037629
648,'2023/11/30 16:15:55:218',25,0,0,1,0,0,0,0,1,0,0,437,43,1,2,0,0.43,0.037629
649,'2023/11/30 16:15:55:469',25,0,0,0,0,0,0,0,1,0,0,436,43,1,2,0,0.43,0.037629
650,'2023/11/30 16:15:55:722',25,0,0,0,0,0,0,0,1,0,0,437,43,1,2,0,0.43,0.037629
651,'2023/11/30 16:15:55:968',25,0,0,0,0,0,0,0,1,0,0,436,43,1,2,0,0.43,0.037629
652,'2023/11/30 16:15:56:220',25,0,0,0,0,0,0,0,1,0,0,437,43,1,2,0,0.43,0.037629
653,'2023/11/30 16:15:56:472',25,0,0,0,0,0,0,0,1,0,0,436,43,1,2,0,0.43,0.037629
654,'2023/11/30 16:15:56:720',25,0,0,0,0,0,0,0,1,0,0,436,43,1,2,0,0.43,0.037629
655,'2023/11/30 16:15:56:972',25,0,0,0,0,0,0,0,1,0,0,436,43,1,2,0,0.43,0.037629
656,'2023/11/30 16:15:57:225',25,0,0,0,0,0,0,0,1,0,0,437,43,1,1,0,0.43,0.037629
657,'2023/11/30 16:15:57:472',25,0,0,0,0,0,0,0,1,0,0,436,43,1,1,0,0.43,0.037629
658,'2023/11/30 16:15:57:724',25,0,0,0,0,0,0,0,1,0,0,436,43,1,1,0,0.43,0.037629
659,'2023/11/30 16:15:57:973',25,0,0,0,0,0,0,0,1,0,0,436,43,1,1,0,0.43,0.037629
660,'2023/11/30 16:15:58:223',25,0,0,0,0,0,0,0,1,0,0,435,43,1,1,0,0.43,0.037629
661,'2023/11/30 16:15:58:476',25,0,0,0,0,0,0,0,1,0,0,436,43,1,1,0,0.43,0.037629
662,'2023/11/30 16:15:58:728',25,0,0,0,0,0,0,0,1,0,0,436,43,1,1,0,0.43,0.037629
663,'2023/11/30 16:15:58:977',25,0,0,0,0,0,0,0,1,0,0,435,43,1,1,0,0.43,0.037629
664,'2023/11/30 16:15:59:228',25,0,0,0,0,0,0,0,1,0,0,436,43,1,1,0,0.43,0.037629
665,'2023/11/30 16:15:59:480',25,0,0,1,0,0,0,0,1,0,0,436,52,1,1,0,0.43,0.037629
666,'2023/11/30 16:15:59:729',25,0,0,1,0,0,0,0,1,0,0,436,52,1,1,0,0.43,0.037629
667,'2023/11/30 16:15:59:982',25,0,0,0,0,0,0,0,1,0,0,436,52,1,1,0,0.43,0.037629
668,'2023/11/30 16:16:00:233',25,0,0,0,0,0,0,0,1,0,0,436,52,1,1,0,0.43,0.037629
669,'2023/11/30 16:16:00:480',25,0,0,0,0,0,0,0,1,0,0,437,73,1,1,0,0.43,0.037629
670,'2023/11/30 16:16:00:732',25,0,0,0,0,0,0,0,1,0,0,436,96,1,1,0,0.43,0.037629
671,'2023/11/30 16:16:00:980',25,0,0,0,0,0,0,0,1,0,0,435,96,1,1,0,0.43,0.037629
672,'2023/11/30 16:16:01:233',25,0,0,0,0,0,0,0,1,0,0,436,96,1,1,0,0.43,0.037629
673,'2023/11/30 16:16:01:480',25,0,0,1,0,0,0,0,1,0,0,436,96,1,1,0,0.43,0.037629
674,'2023/11/30 16:16:48:605',26,0,0,1,0,1,0,0,0,0,0,436,30,1,0,0,0.45512,0.032012
675,'2023/11/30 16:16:48:857',26,0,0,1,0,1,0,0,0,0,0,436,30,1,0,0,0.45512,0.032012
