@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute freq numeric
@attribute amp numeric
@attribute index numeric
@attribute fx numeric
@attribute release numeric
@attribute phase numeric

@data
222,'2023/11/30 15:50:05:559',9,0,0,0,0,0,0,1,0,0,0,511,92,1.09833,3,1,-0.008206,0.004735
223,'2023/11/30 15:50:05:866',9,0,0,0,0,0,0,1,0,0,0,470,92,1.09833,3,1,-0.008206,0.004735
224,'2023/11/30 15:50:06:072',9,0,0,0,0,0,0,1,0,0,0,434,92,1.09833,3,1,-0.008206,0.004735
225,'2023/11/30 15:50:06:276',9,0,0,0,0,0,0,1,0,0,0,405,92,1.09833,3,1,-0.008206,0.004735
226,'2023/11/30 15:50:06:583',9,0,0,0,0,0,0,1,0,0,0,385,92,1.09833,3,1,-0.008206,0.004735
227,'2023/11/30 15:50:06:788',9,0,0,0,0,0,0,1,0,0,0,343,92,1.09833,3,1,-0.008206,0.004735
228,'2023/11/30 15:50:07:095',9,0,0,0,0,0,0,1,0,0,0,302,92,1.09833,3,1,-0.008206,0.004735
229,'2023/11/30 15:50:07:299',9,0,0,0,0,0,0,1,0,0,0,273,92,1.09833,3,1,-0.008206,0.004735
230,'2023/11/30 15:50:07:609',9,0,0,0,0,0,0,1,0,0,0,240,92,1.09833,3,1,-0.008206,0.004735
231,'2023/11/30 15:50:07:812',9,0,0,0,0,0,0,1,0,0,0,202,92,1.09833,3,1,-0.008206,0.004735
232,'2023/11/30 15:50:08:140',9,0,0,0,0,0,0,1,0,0,0,160,92,1.09833,3,1,-0.008206,0.004735
233,'2023/11/30 15:50:08:324',9,0,0,0,0,0,0,1,0,0,0,127,92,1.09833,3,1,-0.008206,0.004735
234,'2023/11/30 15:50:08:529',9,0,0,0,0,0,0,1,0,0,0,98,92,1.09833,3,1,-0.008206,0.004735
235,'2023/11/30 15:50:08:836',9,0,0,0,0,0,0,1,0,0,0,95,92,1.09833,3,1,-0.008206,0.004735
236,'2023/11/30 15:50:09:041',9,0,0,0,0,0,0,1,0,0,0,140,92,1.09833,3,1,-0.008206,0.004735
237,'2023/11/30 15:50:09:348',9,0,0,0,0,0,0,1,0,0,0,233,92,1.09833,3,1,-0.008206,0.004735
238,'2023/11/30 15:50:09:553',9,0,0,0,0,0,0,1,0,0,0,306,92,1.09833,3,1,-0.008206,0.004735
239,'2023/11/30 15:50:09:860',9,0,0,0,0,0,0,1,0,0,0,372,92,1.09833,3,1,-0.008206,0.004735
240,'2023/11/30 15:50:10:022',9,0,0,0,0,0,0,1,0,0,0,418,92,1.09833,3,1,-0.008206,0.004735
241,'2023/11/30 15:50:10:372',9,0,0,0,0,0,0,1,0,0,0,417,92,1.09833,3,1,-0.008206,0.004735
242,'2023/11/30 15:50:10:577',9,0,0,0,0,0,0,1,0,0,0,417,92,1.09833,3,1,-0.008206,0.004735
243,'2023/11/30 15:50:10:884',9,0,0,0,1,0,0,1,0,0,0,417,92,1.09833,3,1,-0.008206,0.004735
244,'2023/11/30 15:50:11:089',9,0,0,0,1,0,0,1,0,0,0,418,92,1.09833,3,1,-0.008206,0.004735
245,'2023/11/30 15:50:11:299',9,0,0,0,1,0,0,1,0,0,0,418,92,1.09833,3,1,-0.008206,0.004735
246,'2023/11/30 15:52:31:892',10,0,0,0,0,0,1,0,1,1,1,416,21,1,0,0,0.047625,0.042434
247,'2023/11/30 15:52:32:200',10,0,0,0,0,0,1,0,1,1,1,416,21,1,0,0,0.047625,0.042434
248,'2023/11/30 15:52:32:405',10,0,0,0,0,0,1,0,1,1,1,415,21,1,0,0,0.047625,0.042434
249,'2023/11/30 15:52:32:712',10,0,0,0,0,0,1,0,1,1,1,416,21,1,0,0,0.047625,0.042434
250,'2023/11/30 15:52:32:917',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
251,'2023/11/30 15:52:33:224',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
252,'2023/11/30 15:52:33:429',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
253,'2023/11/30 15:52:33:736',10,0,0,0,0,0,1,0,1,1,1,416,21,1,0,0,0.047625,0.042434
254,'2023/11/30 15:52:33:941',10,0,0,0,0,0,1,0,1,1,1,416,21,1,0,0,0.047625,0.042434
255,'2023/11/30 15:52:34:248',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
256,'2023/11/30 15:52:34:453',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
257,'2023/11/30 15:52:34:657',10,0,0,0,0,0,1,0,1,1,1,415,21,1,0,0,0.047625,0.042434
258,'2023/11/30 15:52:34:966',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
259,'2023/11/30 15:52:35:169',10,0,0,0,0,0,1,0,1,1,1,416,21,1,0,0,0.047625,0.042434
260,'2023/11/30 15:52:35:477',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
261,'2023/11/30 15:52:35:682',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
262,'2023/11/30 15:52:35:989',10,0,0,0,0,0,1,0,1,1,1,417,21,1,0,0,0.047625,0.042434
263,'2023/11/30 15:52:57:289',11,0,0,0,0,0,0,0,0,0,0,418,52,0.851944,1,0,0.020079,0.019106
264,'2023/11/30 15:52:57:493',11,0,0,0,0,0,1,0,0,0,0,416,52,0.851944,1,0,0.020079,0.019106
265,'2023/11/30 15:52:57:800',11,0,0,0,0,0,1,0,0,1,1,416,52,0.851944,1,0,0.020079,0.019106
266,'2023/11/30 15:52:58:005',11,0,0,0,0,0,1,0,1,1,1,417,52,0.851944,1,0,0.020079,0.019106
267,'2023/11/30 15:52:58:210',11,0,0,0,0,0,1,0,1,1,1,416,52,0.851944,1,0,0.020079,0.019106
268,'2023/11/30 15:52:58:517',11,0,0,0,0,0,1,0,1,1,1,416,52,0.851944,1,0,0.020079,0.019106
269,'2023/11/30 15:52:58:722',11,0,0,0,0,0,0,0,0,0,0,418,52,0.851944,1,0,0.020079,0.019106
270,'2023/11/30 15:52:59:029',11,0,0,0,0,0,0,0,0,0,0,417,52,0.851944,1,0,0.020079,0.019106
271,'2023/11/30 15:52:59:233',11,0,0,0,0,0,0,0,0,0,0,417,52,0.851944,1,0,0.020079,0.019106
272,'2023/11/30 15:52:59:541',11,0,0,0,0,0,0,0,0,0,0,418,52,0.851944,1,0,0.020079,0.019106
273,'2023/11/30 15:52:59:849',11,0,0,0,0,0,0,0,0,0,0,419,52,0.851944,1,0,0.020079,0.019106
274,'2023/11/30 15:53:00:053',11,0,0,0,0,0,0,0,0,0,0,417,52,0.851944,1,0,0.020079,0.019106
275,'2023/11/30 15:53:00:258',11,0,0,0,0,0,1,0,0,1,1,416,52,0.851944,1,0,0.020079,0.019106
276,'2023/11/30 15:53:00:566',11,0,0,0,0,0,1,0,1,1,1,417,52,0.851944,1,0,0.020079,0.019106
277,'2023/11/30 15:53:00:771',11,0,0,0,0,0,1,0,1,1,1,415,52,0.851944,1,0,0.020079,0.019106
278,'2023/11/30 15:53:00:975',11,0,0,0,0,0,1,0,1,1,1,411,52,0.851944,1,0,0.020079,0.019106
279,'2023/11/30 15:53:01:282',11,0,0,0,0,0,1,0,1,1,1,393,52,0.851944,1,0,0.020079,0.019106
280,'2023/11/30 15:53:01:487',11,0,0,0,0,0,1,0,1,1,1,360,52,0.851944,1,0,0.020079,0.019106
281,'2023/11/30 15:53:01:795',11,0,0,0,0,0,1,0,1,1,1,302,52,0.851944,1,0,0.020079,0.019106
282,'2023/11/30 15:53:01:999',11,0,0,0,0,0,1,0,1,1,1,250,52,0.851944,1,0,0.020079,0.019106
283,'2023/11/30 15:53:02:305',11,0,0,0,0,0,1,0,1,1,1,208,52,0.851944,1,0,0.020079,0.019106
284,'2023/11/30 15:53:02:473',11,0,0,0,0,0,1,0,1,1,1,192,52,0.851944,1,0,0.020079,0.019106
285,'2023/11/30 15:53:02:719',11,0,0,0,0,0,1,0,1,1,1,244,52,0.851944,1,0,0.020079,0.019106
286,'2023/11/30 15:53:02:966',11,0,0,0,0,0,1,0,1,1,1,320,52,0.851944,1,0,0.020079,0.019106
287,'2023/11/30 15:53:03:216',11,0,0,0,0,0,1,0,1,1,1,391,52,0.851944,1,0,0.020079,0.019106
288,'2023/11/30 15:53:03:535',11,0,0,0,0,0,1,0,1,1,1,466,52,0.851944,1,0,0.020079,0.019106
289,'2023/11/30 15:53:03:741',11,0,0,0,0,0,1,0,1,1,1,522,52,0.851944,1,0,0.020079,0.019106
290,'2023/11/30 15:53:04:052',11,0,0,0,0,0,1,0,1,1,1,571,52,0.851944,1,0,0.020079,0.019106
291,'2023/11/30 15:53:04:252',11,0,0,0,0,0,1,0,1,1,1,609,52,0.851944,1,0,0.020079,0.019106
292,'2023/11/30 15:53:04:559',11,0,0,0,0,0,1,0,1,1,1,636,52,0.851944,1,0,0.020079,0.019106
293,'2023/11/30 15:53:04:764',11,0,0,0,0,0,1,0,1,1,1,675,52,0.851944,1,0,0.020079,0.019106
294,'2023/11/30 15:53:05:072',11,0,0,0,0,0,1,0,1,1,1,716,52,0.851944,1,0,0.020079,0.019106
295,'2023/11/30 15:53:05:276',11,0,0,0,0,0,1,0,1,1,1,720,52,0.851944,1,0,0.020079,0.019106
296,'2023/11/30 15:53:05:584',11,0,0,0,0,0,1,0,1,1,1,721,52,0.851944,1,0,0.020079,0.019106
297,'2023/11/30 15:53:05:788',11,0,0,0,0,0,1,0,1,1,1,720,52,0.851944,1,0,0.020079,0.019106
298,'2023/11/30 15:53:05:992',11,0,0,0,0,0,1,0,1,1,1,720,52,0.851944,1,0,0.020079,0.019106
299,'2023/11/30 15:53:26:575',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
300,'2023/11/30 15:53:26:884',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
301,'2023/11/30 15:53:27:088',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
302,'2023/11/30 15:53:27:292',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
303,'2023/11/30 15:53:27:600',12,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,0,0.020079,0.019106
304,'2023/11/30 15:53:27:805',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
305,'2023/11/30 15:53:28:111',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
306,'2023/11/30 15:53:28:316',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
307,'2023/11/30 15:53:28:625',12,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,0,0.020079,0.019106
308,'2023/11/30 15:53:28:829',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
309,'2023/11/30 15:53:29:136',12,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,0,0.020079,0.019106
310,'2023/11/30 15:53:29:340',12,0,0,0,0,0,0,1,0,0,0,486,111,0.851944,2,0,0.020079,0.019106
311,'2023/11/30 15:53:29:546',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
312,'2023/11/30 15:53:29:853',12,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,0,0.020079,0.019106
313,'2023/11/30 15:53:30:057',12,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,0,0.020079,0.019106
314,'2023/11/30 15:53:30:365',12,0,0,0,0,0,0,1,0,0,0,486,111,0.851944,2,0,0.020079,0.019106
315,'2023/11/30 15:53:32:822',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
316,'2023/11/30 15:53:33:129',13,0,0,0,0,0,0,1,0,0,0,486,111,0.851944,2,1,0.020079,0.019106
317,'2023/11/30 15:53:33:335',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
318,'2023/11/30 15:53:33:641',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
319,'2023/11/30 15:53:33:846',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
320,'2023/11/30 15:53:34:052',13,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,1,0.020079,0.019106
321,'2023/11/30 15:53:34:359',13,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,1,0.020079,0.019106
322,'2023/11/30 15:53:34:563',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
323,'2023/11/30 15:53:34:870',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
324,'2023/11/30 15:53:35:075',13,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,1,0.020079,0.019106
325,'2023/11/30 15:53:35:383',13,0,0,0,0,0,0,1,0,0,0,486,111,0.851944,2,1,0.020079,0.019106
326,'2023/11/30 15:53:35:587',13,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,1,0.020079,0.019106
327,'2023/11/30 15:53:35:894',13,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,1,0.020079,0.019106
328,'2023/11/30 15:53:36:099',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
329,'2023/11/30 15:53:36:407',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
330,'2023/11/30 15:53:36:611',13,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,1,0.020079,0.019106
331,'2023/11/30 15:53:36:816',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
332,'2023/11/30 15:53:37:124',13,0,0,0,0,0,0,1,0,0,0,488,111,0.851944,2,1,0.020079,0.019106
333,'2023/11/30 15:53:37:327',13,0,0,0,0,0,0,1,0,0,0,487,111,0.851944,2,1,0.020079,0.019106
334,'2023/11/30 15:53:47:844',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.020079,0.019106
335,'2023/11/30 15:53:48:183',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.020079,0.019106
336,'2023/11/30 15:53:48:388',14,0,0,0,0,0,0,0,0,0,1,486,70,0.851944,2,1,0.020079,0.019106
337,'2023/11/30 15:53:48:592',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.020079,0.019106
338,'2023/11/30 15:53:48:899',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.020079,0.019106
339,'2023/11/30 15:53:49:103',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.020079,0.019106
340,'2023/11/30 15:53:49:413',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.020079,0.019106
341,'2023/11/30 15:53:49:584',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.020079,0.019106
342,'2023/11/30 15:53:49:924',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.020079,0.019106
343,'2023/11/30 15:53:50:128',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.16,0.019106
344,'2023/11/30 15:53:50:436',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.019106
345,'2023/11/30 15:53:50:641',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.019106
346,'2023/11/30 15:53:50:845',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.019106
347,'2023/11/30 15:53:51:158',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,0.019106
348,'2023/11/30 15:53:51:357',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.019106
349,'2023/11/30 15:53:51:665',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,0.01
350,'2023/11/30 15:53:51:869',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,0.01
351,'2023/11/30 15:53:52:087',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.01
352,'2023/11/30 15:53:52:384',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.01
353,'2023/11/30 15:53:52:591',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.01
354,'2023/11/30 15:53:52:894',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.11
355,'2023/11/30 15:53:53:210',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,0.11
356,'2023/11/30 15:53:53:405',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,0.11
357,'2023/11/30 15:53:53:610',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,0.11
358,'2023/11/30 15:53:53:917',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,0.11
359,'2023/11/30 15:53:54:122',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,0.11
360,'2023/11/30 15:53:54:432',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,0.66
361,'2023/11/30 15:53:54:635',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
362,'2023/11/30 15:53:54:940',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
363,'2023/11/30 15:53:55:146',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,1
364,'2023/11/30 15:53:55:474',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
365,'2023/11/30 15:53:55:658',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
366,'2023/11/30 15:53:55:868',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,1
367,'2023/11/30 15:53:56:174',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
368,'2023/11/30 15:53:56:375',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
369,'2023/11/30 15:53:56:682',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
370,'2023/11/30 15:53:56:887',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
371,'2023/11/30 15:53:57:195',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,1
372,'2023/11/30 15:53:57:399',14,0,0,0,1,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,1
373,'2023/11/30 15:53:57:706',14,0,0,0,1,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
374,'2023/11/30 15:53:57:911',14,0,0,0,1,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
375,'2023/11/30 15:53:58:118',14,0,0,0,1,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
376,'2023/11/30 15:53:58:423',14,0,0,0,1,0,0,0,0,0,1,486,70,0.851944,2,1,0.23,1
377,'2023/11/30 15:53:58:627',14,0,0,0,1,0,0,0,0,0,1,486,70,0.851944,2,1,0.23,1
378,'2023/11/30 15:53:58:938',14,0,0,0,1,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,1
379,'2023/11/30 15:53:59:140',14,0,0,0,1,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,1
380,'2023/11/30 15:53:59:450',14,0,0,0,1,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
381,'2023/11/30 15:53:59:653',14,0,0,0,1,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
382,'2023/11/30 15:53:59:959',14,0,0,0,1,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
383,'2023/11/30 15:54:00:267',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
384,'2023/11/30 15:54:00:363',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
385,'2023/11/30 15:54:00:676',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,1
386,'2023/11/30 15:54:00:881',14,0,0,0,0,0,0,0,0,0,1,488,70,0.851944,2,1,0.23,1
387,'2023/11/30 15:54:01:116',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
388,'2023/11/30 15:54:01:399',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
389,'2023/11/30 15:54:01:700',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
390,'2023/11/30 15:54:01:904',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
391,'2023/11/30 15:54:02:212',14,0,0,0,0,0,0,0,0,0,1,487,70,0.851944,2,1,0.23,1
392,'2023/11/30 15:55:24:647',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
393,'2023/11/30 15:55:24:851',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
394,'2023/11/30 15:55:25:164',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
395,'2023/11/30 15:55:25:363',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.054634,0.037028
396,'2023/11/30 15:55:25:671',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.054634,0.037028
397,'2023/11/30 15:55:25:874',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.054634,0.037028
398,'2023/11/30 15:55:26:182',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
399,'2023/11/30 15:55:26:386',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.054634,0.037028
400,'2023/11/30 15:55:26:593',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
401,'2023/11/30 15:55:26:904',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
402,'2023/11/30 15:55:27:105',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
403,'2023/11/30 15:55:27:412',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
404,'2023/11/30 15:55:27:616',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.054634,0.037028
405,'2023/11/30 15:55:27:923',15,0,0,0,0,1,0,0,0,0,0,779,94,1.057893,2,1,0.054634,0.037028
406,'2023/11/30 15:55:28:139',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.11,0.037028
407,'2023/11/30 15:55:28:435',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.3,0.037028
408,'2023/11/30 15:55:28:639',15,0,0,0,0,1,0,0,0,0,0,776,94,1.057893,2,1,0.32,0.037028
409,'2023/11/30 15:55:28:947',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.32,0.037028
410,'2023/11/30 15:55:29:152',15,0,0,0,0,1,0,0,0,0,0,779,94,1.057893,2,1,0.32,0.037028
411,'2023/11/30 15:55:29:357',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.32,0.037028
412,'2023/11/30 15:55:29:670',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.32,0.037028
413,'2023/11/30 15:55:29:868',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.32,0.037028
414,'2023/11/30 15:55:30:177',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.32,0.037028
415,'2023/11/30 15:55:30:381',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.32,0.037028
416,'2023/11/30 15:55:30:689',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.32,0.037028
417,'2023/11/30 15:55:30:995',15,0,0,0,0,1,0,0,0,0,0,776,94,1.057893,2,1,0.32,0.037028
418,'2023/11/30 15:55:31:200',15,0,0,0,0,1,0,0,0,0,0,779,94,1.057893,2,1,0.32,0.037028
419,'2023/11/30 15:55:31:404',15,0,0,0,0,1,0,0,0,0,0,778,94,1.057893,2,1,0.32,0.037028
420,'2023/11/30 15:55:31:609',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.32,0.037028
421,'2023/11/30 15:55:31:916',15,0,0,0,0,1,0,0,0,0,0,777,94,1.057893,2,1,0.32,0.037028
422,'2023/11/30 15:55:32:122',15,0,0,0,0,1,0,0,0,0,0,778,89,1.057893,2,1,0.32,0.037028
423,'2023/11/30 15:55:32:429',15,0,0,0,0,1,0,0,0,0,0,777,60,1.057893,2,1,0.32,0.037028
424,'2023/11/30 15:55:32:634',15,0,0,0,0,1,0,0,0,0,0,778,60,1.057893,2,1,0.32,0.037028
425,'2023/11/30 15:55:32:941',15,0,0,0,0,1,0,0,0,0,0,778,60,1.057893,2,1,0.32,0.037028
426,'2023/11/30 15:55:33:146',15,0,0,0,0,1,0,0,0,0,0,778,60,1.057893,2,1,0.32,0.037028
427,'2023/11/30 15:55:33:458',15,0,0,0,0,1,0,0,0,0,0,778,60,1.057893,2,1,0.32,0.037028
428,'2023/11/30 15:55:33:657',15,0,0,0,0,1,0,0,0,0,0,779,69,1.057893,2,1,0.32,0.037028
429,'2023/11/30 15:55:33:862',15,0,0,0,0,1,0,0,0,0,0,778,42,1.057893,2,1,0.32,0.037028
430,'2023/11/30 15:55:34:169',15,0,0,0,0,1,0,0,0,0,0,778,34,1.057893,2,1,0.32,0.037028
431,'2023/11/30 15:55:34:375',15,0,0,0,0,1,0,0,0,0,0,778,34,1.057893,2,1,0.32,0.037028
432,'2023/11/30 15:55:34:682',15,0,0,0,0,1,0,0,0,0,0,777,34,1.057893,2,1,0.32,0.037028
433,'2023/11/30 15:55:34:889',15,0,0,0,0,1,0,0,0,0,0,777,34,1.057893,2,1,0.32,0.037028
434,'2023/11/30 15:55:35:121',15,0,0,0,0,1,0,0,0,0,0,778,34,1.057893,2,1,0.32,0.037028
435,'2023/11/30 15:55:44:922',16,0,0,0,0,1,0,0,0,0,0,777,34,1.057893,2,1,0.32,0.037028
436,'2023/11/30 15:55:45:229',16,0,0,0,0,1,0,0,0,0,0,779,34,1.057893,2,1,0.32,0.037028
437,'2023/11/30 15:55:45:434',16,0,0,0,0,1,0,0,0,0,0,778,34,1.057893,2,1,0.32,0.037028
438,'2023/11/30 15:59:29:491',17,0,0,0,0,0,0,0,1,0,0,435,30,0.862929,0,0,0.038217,0.004939
439,'2023/11/30 15:59:29:799',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
440,'2023/11/30 15:59:30:004',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
441,'2023/11/30 15:59:30:315',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
442,'2023/11/30 15:59:30:518',17,0,0,0,0,0,0,0,1,0,0,436,30,0.862929,0,0,0.038217,0.004939
